Entity,Code,Year,Fossil Fuels (% sub energy)
Switzerland,CHE,2019,48.509
Switzerland,CHE,2020,45.413
Taiwan,TWN,1965,89.723
Taiwan,TWN,1966,90.131
Taiwan,TWN,1967,91.055
Taiwan,TWN,1968,88.559
Taiwan,TWN,1969,91.382
Taiwan,TWN,1970,92.574
Taiwan,TWN,1971,93.624
Taiwan,TWN,1972,92.977
Taiwan,TWN,1973,94.387
Taiwan,TWN,1974,91.874
Taiwan,TWN,1975,91.752
Taiwan,TWN,1976,94.496
Taiwan,TWN,1977,95.174
Taiwan,TWN,1978,92.428
Taiwan,TWN,1979,89.819
Taiwan,TWN,1980,90.148
Taiwan,TWN,1981,85.353
Taiwan,TWN,1982,84.838
Taiwan,TWN,1983,82.019
Taiwan,TWN,1984,78.977
Taiwan,TWN,1985,75.863
Taiwan,TWN,1986,78.785
Taiwan,TWN,1987,77.076
Taiwan,TWN,1988,80.962
Taiwan,TWN,1989,83.074
Taiwan,TWN,1990,81.155
Taiwan,TWN,1991,82.354
Taiwan,TWN,1992,82.75
Taiwan,TWN,1993,84.541
Taiwan,TWN,1994,84.751
Taiwan,TWN,1995,85.572
Taiwan,TWN,1996,85.328
Taiwan,TWN,1997,86.493
Taiwan,TWN,1998,86.863
Taiwan,TWN,1999,87.31
Taiwan,TWN,2000,88.138
Taiwan,TWN,2001,89.144
Taiwan,TWN,2002,89.169
Taiwan,TWN,2003,89.604
Taiwan,TWN,2004,90.111
Taiwan,TWN,2005,89.968
Taiwan,TWN,2006,90.23
Taiwan,TWN,2007,90.355
Taiwan,TWN,2008,90.074
Taiwan,TWN,2009,89.798
Taiwan,TWN,2010,90.347
Taiwan,TWN,2011,90.156
Taiwan,TWN,2012,90.149
Taiwan,TWN,2013,90.135
Taiwan,TWN,2014,90.485
Taiwan,TWN,2015,91.55
Taiwan,TWN,2016,92.081
Taiwan,TWN,2017,93.909
Taiwan,TWN,2018,93.059
Taiwan,TWN,2019,91.65
Taiwan,TWN,2020,91.716
Thailand,THA,1965,92.355
Thailand,THA,1966,91.881
Thailand,THA,1967,90.829
Thailand,THA,1968,92.667
Thailand,THA,1969,94.838
Thailand,THA,1970,92.586
Thailand,THA,1971,92.328
Thailand,THA,1972,94.674
Thailand,THA,1973,94.535
Thailand,THA,1974,93.126
Thailand,THA,1975,91.378
Thailand,THA,1976,91.263
Thailand,THA,1977,92.878
Thailand,THA,1978,95.775
Thailand,THA,1979,93.799
Thailand,THA,1980,97.585
Thailand,THA,1981,94.427
Thailand,THA,1982,92.979
Thailand,THA,1983,93.941
Thailand,THA,1984,93.861
Thailand,THA,1985,94.701
Thailand,THA,1986,92.552
Thailand,THA,1987,95.234
Thailand,THA,1988,96.074
Thailand,THA,1989,94.958
Thailand,THA,1990,96.207
Thailand,THA,1991,96.837
Thailand,THA,1992,97.359
Thailand,THA,1993,97.979
Thailand,THA,1994,97.796
Thailand,THA,1995,96.959
Thailand,THA,1996,97.037
Thailand,THA,1997,97.214
Thailand,THA,1998,97.793
Thailand,THA,1999,98.524
Thailand,THA,2000,97.574
Thailand,THA,2001,97.574
Thailand,THA,2002,97.388
Thailand,THA,2003,97.505
Thailand,THA,2004,97.894
Thailand,THA,2005,97.936
Thailand,THA,2006,97.266
Thailand,THA,2007,97.322
Thailand,THA,2008,97.275
Thailand,THA,2009,97.164
Thailand,THA,2010,97.422
Thailand,THA,2011,96.871
Thailand,THA,2012,96.582
Thailand,THA,2013,96.556
Thailand,THA,2014,96.199
Thailand,THA,2015,96.284
Thailand,THA,2016,95.963
Thailand,THA,2017,95.321
Thailand,THA,2018,94.355
Thailand,THA,2019,93.824
Thailand,THA,2020,93.829
Trinidad and Tobago,TTO,1965,100
Trinidad and Tobago,TTO,1966,100
Trinidad and Tobago,TTO,1967,100
Trinidad and Tobago,TTO,1968,100
Trinidad and Tobago,TTO,1969,100
Trinidad and Tobago,TTO,1970,100
Trinidad and Tobago,TTO,1971,99.785
Trinidad and Tobago,TTO,1972,99.844
Trinidad and Tobago,TTO,1973,99.869
Trinidad and Tobago,TTO,1974,99.883
Trinidad and Tobago,TTO,1975,99.867
Trinidad and Tobago,TTO,1976,99.902
Trinidad and Tobago,TTO,1977,99.886
Trinidad and Tobago,TTO,1978,99.857
Trinidad and Tobago,TTO,1979,99.838
Trinidad and Tobago,TTO,1980,99.849
Trinidad and Tobago,TTO,1981,99.896
Trinidad and Tobago,TTO,1982,99.916
Trinidad and Tobago,TTO,1983,99.923
Trinidad and Tobago,TTO,1984,99.937
Trinidad and Tobago,TTO,1985,99.92
Trinidad and Tobago,TTO,1986,99.882
Trinidad and Tobago,TTO,1987,99.852
Trinidad and Tobago,TTO,1988,99.882
Trinidad and Tobago,TTO,1989,99.885
Trinidad and Tobago,TTO,1990,99.876
Trinidad and Tobago,TTO,1991,99.9
Trinidad and Tobago,TTO,1992,99.887
Trinidad and Tobago,TTO,1993,99.9
Trinidad and Tobago,TTO,1994,99.892
Trinidad and Tobago,TTO,1995,99.897
Trinidad and Tobago,TTO,1996,99.953
Trinidad and Tobago,TTO,1997,99.95
Trinidad and Tobago,TTO,1998,99.951
Trinidad and Tobago,TTO,1999,99.956
Trinidad and Tobago,TTO,2000,99.953
Trinidad and Tobago,TTO,2001,99.936
Trinidad and Tobago,TTO,2002,99.947
Trinidad and Tobago,TTO,2003,99.976
Trinidad and Tobago,TTO,2004,99.96
Trinidad and Tobago,TTO,2005,99.964
Trinidad and Tobago,TTO,2006,99.964
Trinidad and Tobago,TTO,2007,99.974
Trinidad and Tobago,TTO,2008,99.972
Trinidad and Tobago,TTO,2009,99.973
Trinidad and Tobago,TTO,2010,99.996
Trinidad and Tobago,TTO,2011,99.995
Trinidad and Tobago,TTO,2012,99.995
Trinidad and Tobago,TTO,2013,99.996
Trinidad and Tobago,TTO,2014,99.995
Trinidad and Tobago,TTO,2015,99.994
Trinidad and Tobago,TTO,2016,99.993
Trinidad and Tobago,TTO,2017,99.994
Trinidad and Tobago,TTO,2018,99.994
Trinidad and Tobago,TTO,2019,99.994
Trinidad and Tobago,TTO,2020,99.993
Turkey,TUR,1965,93.043
Turkey,TUR,1966,93.457
Turkey,TUR,1967,93.432
Turkey,TUR,1968,92.594
Turkey,TUR,1969,92.672
Turkey,TUR,1970,93.917
Turkey,TUR,1971,95.242
Turkey,TUR,1972,94.808
Turkey,TUR,1973,96.206
Turkey,TUR,1974,95.265
Turkey,TUR,1975,92.685
Turkey,TUR,1976,90.937
Turkey,TUR,1977,91.476
Turkey,TUR,1978,91.311
Turkey,TUR,1979,89.843
Turkey,TUR,1980,89.238
Turkey,TUR,1981,88.173
Turkey,TUR,1982,87.934
Turkey,TUR,1983,90.669
Turkey,TUR,1984,89.486
Turkey,TUR,1985,91.281
Turkey,TUR,1986,92.092
Turkey,TUR,1987,89.107
Turkey,TUR,1988,84.564
Turkey,TUR,1989,90.279
Turkey,TUR,1990,88.434
Turkey,TUR,1991,88.88
Turkey,TUR,1992,87.615
Turkey,TUR,1993,85.424
Turkey,TUR,1994,86.445
Turkey,TUR,1995,85.857
Turkey,TUR,1996,85.263
Turkey,TUR,1997,86.105
Turkey,TUR,1998,85.649
Turkey,TUR,1999,87.928
Turkey,TUR,2000,89.927
Turkey,TUR,2001,91.4
Turkey,TUR,2002,89.089
Turkey,TUR,2003,89.284
Turkey,TUR,2004,87.032
Turkey,TUR,2005,89.199
Turkey,TUR,2006,89.142
Turkey,TUR,2007,91.697
Turkey,TUR,2008,92.235
Turkey,TUR,2009,91.569
Turkey,TUR,2010,88.376
Turkey,TUR,2011,88.718
Turkey,TUR,2012,88.097
Turkey,TUR,2013,87.098
Turkey,TUR,2014,90.673
Turkey,TUR,2015,86.613
Turkey,TUR,2016,86.337
Turkey,TUR,2017,87.605
Turkey,TUR,2018,86.005
Turkey,TUR,2019,81.796
Turkey,TUR,2020,81.875
Turkmenistan,TKM,1985,99.994
Turkmenistan,TKM,1986,99.995
Turkmenistan,TKM,1987,99.995
Turkmenistan,TKM,1988,99.995
Turkmenistan,TKM,1989,99.995
Turkmenistan,TKM,1990,99.995
Turkmenistan,TKM,1991,99.995
Turkmenistan,TKM,1992,99.992
Turkmenistan,TKM,1993,99.989
Turkmenistan,TKM,1994,99.991
Turkmenistan,TKM,1995,99.99
Turkmenistan,TKM,1996,99.991
Turkmenistan,TKM,1997,99.988
Turkmenistan,TKM,1998,99.989
Turkmenistan,TKM,1999,99.99
Turkmenistan,TKM,2000,99.993
Turkmenistan,TKM,2001,99.994
Turkmenistan,TKM,2002,99.993
Turkmenistan,TKM,2003,99.995
Turkmenistan,TKM,2004,99.995
Turkmenistan,TKM,2005,99.995
Turkmenistan,TKM,2006,99.995
Turkmenistan,TKM,2007,99.995
Turkmenistan,TKM,2008,99.994
Turkmenistan,TKM,2009,99.996
Turkmenistan,TKM,2010,99.997
Turkmenistan,TKM,2011,99.997
Turkmenistan,TKM,2012,99.996
Turkmenistan,TKM,2013,99.995
Turkmenistan,TKM,2014,99.994
Turkmenistan,TKM,2015,99.994
Turkmenistan,TKM,2016,99.992
Turkmenistan,TKM,2017,99.992
Turkmenistan,TKM,2018,99.993
Turkmenistan,TKM,2019,99.994
Turkmenistan,TKM,2020,99.994
USSR,OWID_USS,1965,96.648
USSR,OWID_USS,1966,96.447
USSR,OWID_USS,1967,96.73
USSR,OWID_USS,1968,96.279
USSR,OWID_USS,1969,96.049
USSR,OWID_USS,1970,95.93
USSR,OWID_USS,1971,96.038
USSR,OWID_USS,1972,96.197
USSR,OWID_USS,1973,96.274
USSR,OWID_USS,1974,96.034
USSR,OWID_USS,1975,96.194
USSR,OWID_USS,1976,95.879
USSR,OWID_USS,1977,95.507
USSR,OWID_USS,1978,95.168
USSR,OWID_USS,1979,95.096
USSR,OWID_USS,1980,94.66
USSR,OWID_USS,1981,94.448
USSR,OWID_USS,1982,94.562
USSR,OWID_USS,1983,94.348
USSR,OWID_USS,1984,93.524
Ukraine,UKR,1985,93.593
Ukraine,UKR,1986,94.684
Ukraine,UKR,1987,94.145
Ukraine,UKR,1988,91.816
Ukraine,UKR,1989,92.191
Ukraine,UKR,1990,92.447
Ukraine,UKR,1991,91.927
Ukraine,UKR,1992,91.019
Ukraine,UKR,1993,89.164
Ukraine,UKR,1994,88.098
Ukraine,UKR,1995,87.876
Ukraine,UKR,1996,85.736
Ukraine,UKR,1997,85.026
Ukraine,UKR,1998,84.178
Ukraine,UKR,1999,84.751
Ukraine,UKR,2000,84.408
Ukraine,UKR,2001,84.356
Ukraine,UKR,2002,84.466
Ukraine,UKR,2003,84.42
Ukraine,UKR,2004,83.058
Ukraine,UKR,2005,82.975
Ukraine,UKR,2006,82.95
Ukraine,UKR,2007,83.012
Ukraine,UKR,2008,82.74
Ukraine,UKR,2009,81.165
Ukraine,UKR,2010,81.118
Ukraine,UKR,2011,82.048
Ukraine,UKR,2012,81.818
Ukraine,UKR,2013,81.441
Ukraine,UKR,2014,79.09
Ukraine,UKR,2015,75.912
Ukraine,UKR,2016,78.201
Ukraine,UKR,2017,75.091
Ukraine,UKR,2018,75.871
Ukraine,UKR,2019,75.183
Ukraine,UKR,2020,75.199
United Arab Emirates,ARE,1965,100
United Arab Emirates,ARE,1966,100
United Arab Emirates,ARE,1967,100
United Arab Emirates,ARE,1968,100
United Arab Emirates,ARE,1969,100
United Arab Emirates,ARE,1970,100
United Arab Emirates,ARE,1971,100
United Arab Emirates,ARE,1972,100
United Arab Emirates,ARE,1973,100
United Arab Emirates,ARE,1974,100
United Arab Emirates,ARE,1975,100
United Arab Emirates,ARE,1976,100
United Arab Emirates,ARE,1977,100
United Arab Emirates,ARE,1978,100
United Arab Emirates,ARE,1979,100
United Arab Emirates,ARE,1980,100
United Arab Emirates,ARE,1981,100
United Arab Emirates,ARE,1982,100
United Arab Emirates,ARE,1983,100
United Arab Emirates,ARE,1984,100
United Arab Emirates,ARE,1985,100
United Arab Emirates,ARE,1986,100
United Arab Emirates,ARE,1987,100
United Arab Emirates,ARE,1988,100
United Arab Emirates,ARE,1989,100
United Arab Emirates,ARE,1990,100
United Arab Emirates,ARE,1991,100
United Arab Emirates,ARE,1992,100
United Arab Emirates,ARE,1993,100
United Arab Emirates,ARE,1994,100
United Arab Emirates,ARE,1995,100
United Arab Emirates,ARE,1996,100
United Arab Emirates,ARE,1997,100
United Arab Emirates,ARE,1998,100
United Arab Emirates,ARE,1999,100
United Arab Emirates,ARE,2000,100
United Arab Emirates,ARE,2001,100
United Arab Emirates,ARE,2002,100
United Arab Emirates,ARE,2003,100
United Arab Emirates,ARE,2004,100
United Arab Emirates,ARE,2005,100
United Arab Emirates,ARE,2006,100
United Arab Emirates,ARE,2007,100
United Arab Emirates,ARE,2008,100
United Arab Emirates,ARE,2009,99.998
United Arab Emirates,ARE,2010,99.995
United Arab Emirates,ARE,2011,99.995
United Arab Emirates,ARE,2012,99.994
United Arab Emirates,ARE,2013,99.98
United Arab Emirates,ARE,2014,99.928
United Arab Emirates,ARE,2015,99.935
United Arab Emirates,ARE,2016,99.933
United Arab Emirates,ARE,2017,99.847
United Arab Emirates,ARE,2018,99.743
United Arab Emirates,ARE,2019,99.183
United Arab Emirates,ARE,2020,98.478
United Kingdom,GBR,1965,97.63
United Kingdom,GBR,1966,97.043
United Kingdom,GBR,1967,96.637
United Kingdom,GBR,1968,96.551
United Kingdom,GBR,1969,96.397
United Kingdom,GBR,1970,96.671
United Kingdom,GBR,1971,96.567
United Kingdom,GBR,1972,96.416
United Kingdom,GBR,1973,96.681
United Kingdom,GBR,1974,95.863
United Kingdom,GBR,1975,96.021
United Kingdom,GBR,1976,95.357
United Kingdom,GBR,1977,95.074
United Kingdom,GBR,1978,95.401
United Kingdom,GBR,1979,95.467
United Kingdom,GBR,1980,95.214
United Kingdom,GBR,1981,94.908
United Kingdom,GBR,1982,94.095
United Kingdom,GBR,1983,93.395
United Kingdom,GBR,1984,92.9
United Kingdom,GBR,1985,92.428
United Kingdom,GBR,1986,92.769
United Kingdom,GBR,1987,93.259
United Kingdom,GBR,1988,92.348
United Kingdom,GBR,1989,91.442
United Kingdom,GBR,1990,92.069
United Kingdom,GBR,1991,91.765
United Kingdom,GBR,1992,90.907
United Kingdom,GBR,1993,89.717
United Kingdom,GBR,1994,89.569
United Kingdom,GBR,1995,89.563
United Kingdom,GBR,1996,89.556
United Kingdom,GBR,1997,88.844
United Kingdom,GBR,1998,88.665
United Kingdom,GBR,1999,88.964
United Kingdom,GBR,2000,90.079
United Kingdom,GBR,2001,89.772
United Kingdom,GBR,2002,89.673
United Kingdom,GBR,2003,89.835
United Kingdom,GBR,2004,90.482
United Kingdom,GBR,2005,90.179
United Kingdom,GBR,2006,90.572
United Kingdom,GBR,2007,91.377
United Kingdom,GBR,2008,91.928
United Kingdom,GBR,2009,89.298
United Kingdom,GBR,2010,90.163
United Kingdom,GBR,2011,87.937
United Kingdom,GBR,2012,87.418
United Kingdom,GBR,2013,86.042
United Kingdom,GBR,2014,84.683
United Kingdom,GBR,2015,82.196
United Kingdom,GBR,2016,81.978
United Kingdom,GBR,2017,80.37
United Kingdom,GBR,2018,79.609
United Kingdom,GBR,2019,78.726
United Kingdom,GBR,2020,75.268
United States,USA,1965,95.83
United States,USA,1966,95.984
United States,USA,1967,95.597
United States,USA,1968,95.72
United States,USA,1969,95.454
United States,USA,1970,95.521
United States,USA,1971,95.069
United States,USA,1972,94.941
United States,USA,1973,94.711
United States,USA,1974,93.711
United States,USA,1975,92.675
United States,USA,1976,92.974
United States,USA,1977,93.153
United States,USA,1978,92.143
United States,USA,1979,92.506
United States,USA,1980,92.302
United States,USA,1981,91.957
United States,USA,1982,90.763
United States,USA,1983,90.177
United States,USA,1984,90.236
United States,USA,1985,89.945
United States,USA,1986,89.433
United States,USA,1987,89.702
United States,USA,1988,89.542
United States,USA,1989,89.072
United States,USA,1990,88.072
United States,USA,1991,87.597
United States,USA,1992,88.077
United States,USA,1993,88.051
United States,USA,1994,88.118
United States,USA,1995,87.406
United States,USA,1996,87.413
United States,USA,1997,87.914
United States,USA,1998,87.838
United States,USA,1999,87.462
United States,USA,2000,87.886
United States,USA,2001,88.149
United States,USA,2002,87.647
United States,USA,2003,87.751
United States,USA,2004,87.773
United States,USA,2005,87.789
United States,USA,2006,87.28
United States,USA,2007,87.532
United States,USA,2008,86.768
United States,USA,2009,85.701
United States,USA,2010,85.915
United States,USA,2011,85.071
United States,USA,2012,85.14
United States,USA,2013,84.998
United States,USA,2014,84.934
United States,USA,2015,84.718
United States,USA,2016,83.896
United States,USA,2017,83.23
United States,USA,2018,83.656
United States,USA,2019,83.298
United States,USA,2020,81.663
Uzbekistan,UZB,1985,96.868
Uzbekistan,UZB,1986,97.293
Uzbekistan,UZB,1987,96.11
Uzbekistan,UZB,1988,96.121
Uzbekistan,UZB,1989,97.066
Uzbekistan,UZB,1990,96.447
Uzbekistan,UZB,1991,96.738
Uzbekistan,UZB,1992,96.416
Uzbekistan,UZB,1993,96.095
Uzbekistan,UZB,1994,96.13
Uzbekistan,UZB,1995,96.612
Uzbekistan,UZB,1996,96.536
Uzbekistan,UZB,1997,96.902
Uzbekistan,UZB,1998,96.904
Uzbekistan,UZB,1999,97.296
Uzbekistan,UZB,2000,97.265
Uzbekistan,UZB,2001,97.229
Uzbekistan,UZB,2002,97.239
Uzbekistan,UZB,2003,96.538
Uzbekistan,UZB,2004,96.869
Uzbekistan,UZB,2005,96.699
Uzbekistan,UZB,2006,97.003
Uzbekistan,UZB,2007,96.907
Uzbekistan,UZB,2008,97.794
Uzbekistan,UZB,2009,96.754
Uzbekistan,UZB,2010,95.914
Uzbekistan,UZB,2011,97.267
Uzbekistan,UZB,2012,96.94
Uzbekistan,UZB,2013,97.05
Uzbekistan,UZB,2014,97.197
Uzbekistan,UZB,2015,97.157
Uzbekistan,UZB,2016,96.408
Uzbekistan,UZB,2017,95.903
Uzbekistan,UZB,2018,97.244
Uzbekistan,UZB,2019,96.987
Uzbekistan,UZB,2020,96.764
Venezuela,VEN,1965,98.012
Venezuela,VEN,1966,97.993
Venezuela,VEN,1967,97.767
Venezuela,VEN,1968,96.521
Venezuela,VEN,1969,96.005
Venezuela,VEN,1970,94.905
Venezuela,VEN,1971,93.411
Venezuela,VEN,1972,93.037
Venezuela,VEN,1973,93.71
Venezuela,VEN,1974,92.466
Venezuela,VEN,1975,91.6
Venezuela,VEN,1976,90.897
Venezuela,VEN,1977,90.607
Venezuela,VEN,1978,90.756
Venezuela,VEN,1979,90.236
Venezuela,VEN,1980,91.067
Venezuela,VEN,1981,91.094
Venezuela,VEN,1982,90.845
Venezuela,VEN,1983,89.497
Venezuela,VEN,1984,88.449
Venezuela,VEN,1985,87.411
Venezuela,VEN,1986,86.979
Venezuela,VEN,1987,83.995
Venezuela,VEN,1988,82.949
Venezuela,VEN,1989,82.861
Venezuela,VEN,1990,82.79
Venezuela,VEN,1991,79.367
Venezuela,VEN,1992,79.772
Venezuela,VEN,1993,79.462
Venezuela,VEN,1994,79.566
Venezuela,VEN,1995,80.1
Venezuela,VEN,1996,78.608
Venezuela,VEN,1997,78.477
Venezuela,VEN,1998,79.487
Venezuela,VEN,1999,78.543
Venezuela,VEN,2000,78.355
Venezuela,VEN,2001,80.129
Venezuela,VEN,2002,80.786
Venezuela,VEN,2003,79.208
Venezuela,VEN,2004,77.962
Venezuela,VEN,2005,76.605
Venezuela,VEN,2006,76.733
Venezuela,VEN,2007,77.689
Venezuela,VEN,2008,76.387
Venezuela,VEN,2009,76.72
Venezuela,VEN,2010,78.586
Venezuela,VEN,2011,77.458
Venezuela,VEN,2012,78.978
Venezuela,VEN,2013,78.959
Venezuela,VEN,2014,79.236
Venezuela,VEN,2015,80.52
Venezuela,VEN,2016,81.315
Venezuela,VEN,2017,81.753
Venezuela,VEN,2018,79.381
Venezuela,VEN,2019,77.75
Venezuela,VEN,2020,80.495
Vietnam,VNM,1965,96.787
Vietnam,VNM,1966,97.893
Vietnam,VNM,1967,98.314
Vietnam,VNM,1968,98.185
Vietnam,VNM,1969,98.272
Vietnam,VNM,1970,98.159
Vietnam,VNM,1971,97.887
Vietnam,VNM,1972,98.502
Vietnam,VNM,1973,98.588
Vietnam,VNM,1974,98.1
Vietnam,VNM,1975,97.965
Vietnam,VNM,1976,96.08
Vietnam,VNM,1977,96.052
Vietnam,VNM,1978,94.922
Vietnam,VNM,1979,94.107
Vietnam,VNM,1980,92.329
Vietnam,VNM,1981,92.249
Vietnam,VNM,1982,92.489
Vietnam,VNM,1983,94.374
Vietnam,VNM,1984,92.701
Vietnam,VNM,1985,93.218
Vietnam,VNM,1986,94.102
Vietnam,VNM,1987,94.853
Vietnam,VNM,1988,93.332
Vietnam,VNM,1989,84.898
Vietnam,VNM,1990,80.336
Vietnam,VNM,1991,77.215
Vietnam,VNM,1992,76.12
Vietnam,VNM,1993,76.952
Vietnam,VNM,1994,76.048
Vietnam,VNM,1995,76.375
Vietnam,VNM,1996,76.637
Vietnam,VNM,1997,80.38
Vietnam,VNM,1998,82.738
Vietnam,VNM,1999,79.224
Vietnam,VNM,2000,80.721
Vietnam,VNM,2001,78.774
Vietnam,VNM,2002,80.757
Vietnam,VNM,2003,81.52
Vietnam,VNM,2004,85.914
Vietnam,VNM,2005,87.693
Vietnam,VNM,2006,84.044
Vietnam,VNM,2007,83.472
Vietnam,VNM,2008,84.705
Vietnam,VNM,2009,82.765
Vietnam,VNM,2010,85.653
Vietnam,VNM,2011,81.978
Vietnam,VNM,2012,77.855
Vietnam,VNM,2013,77.263
Vietnam,VNM,2014,77.83
Vietnam,VNM,2015,81.726
Vietnam,VNM,2016,80.556
Vietnam,VNM,2017,75.746
Vietnam,VNM,2018,79.6
Vietnam,VNM,2019,84.629
Vietnam,VNM,2020,82.967
Western Africa,,1965,97.439
Western Africa,,1966,95.458
Western Africa,,1967,90.715
Western Africa,,1968,85.667
Western Africa,,1969,83.08
Western Africa,,1970,82.446
Western Africa,,1971,85.928
Western Africa,,1972,85.854
Western Africa,,1973,85.248
Western Africa,,1974,84.583
Western Africa,,1975,84.808
Western Africa,,1976,86.284
Western Africa,,1977,86.806
Western Africa,,1978,88.88
Western Africa,,1979,87.09
Western Africa,,1980,87.673
Western Africa,,1981,88.188
Western Africa,,1982,88.969
Western Africa,,1983,92.706
Western Africa,,1984,92.893
Western Africa,,1985,89.407
Western Africa,,1986,86.992
Western Africa,,1987,87.808
Western Africa,,1988,87.354
Western Africa,,1989,86.974
Western Africa,,1990,86.329
Western Africa,,1991,85.072
Western Africa,,1992,85.802
Western Africa,,1993,86.477
Western Africa,,1994,86.482
Western Africa,,1995,86.201
Western Africa,,1996,86.787
Western Africa,,1997,86.426
Western Africa,,1998,89.425
Western Africa,,1999,87.665
Western Africa,,2000,87.615
Western Africa,,2001,88.367
Western Africa,,2002,88.659
Western Africa,,2003,89.771
Western Africa,,2004,88.773
Western Africa,,2005,89.431
Western Africa,,2006,89.554
Western Africa,,2007,91.287
Western Africa,,2008,90.67
Western Africa,,2009,90.282
Western Africa,,2010,89.828
Western Africa,,2011,90.656
Western Africa,,2012,90.868
Western Africa,,2013,91.031
Western Africa,,2014,91.071
Western Africa,,2015,93.195
Western Africa,,2016,93.277
Western Africa,,2017,92.747
Western Africa,,2018,93.101
Western Africa,,2019,92.489
Western Africa,,2020,92.005
World,OWID_WRL,1965,93.751
World,OWID_WRL,1966,93.631
World,OWID_WRL,1967,93.692
World,OWID_WRL,1968,93.681
World,OWID_WRL,1969,93.696
World,OWID_WRL,1970,93.716
World,OWID_WRL,1971,93.56
World,OWID_WRL,1972,93.431
World,OWID_WRL,1973,93.489
World,OWID_WRL,1974,92.717
World,OWID_WRL,1975,92.248
World,OWID_WRL,1976,92.4
World,OWID_WRL,1977,92.065
World,OWID_WRL,1978,91.585
World,OWID_WRL,1979,91.472
World,OWID_WRL,1980,91.039
World,OWID_WRL,1981,90.391
World,OWID_WRL,1982,89.923
World,OWID_WRL,1983,89.339
World,OWID_WRL,1984,88.817
World,OWID_WRL,1985,88.182
World,OWID_WRL,1986,87.969
World,OWID_WRL,1987,87.831
World,OWID_WRL,1988,87.595
World,OWID_WRL,1989,87.662
World,OWID_WRL,1990,87.383
World,OWID_WRL,1991,87.027
World,OWID_WRL,1992,87.043
World,OWID_WRL,1993,86.533
World,OWID_WRL,1994,86.519
World,OWID_WRL,1995,86.162
World,OWID_WRL,1996,86.217
World,OWID_WRL,1997,86.235
World,OWID_WRL,1998,86.117
World,OWID_WRL,1999,86.031
World,OWID_WRL,2000,86.065
World,OWID_WRL,2001,86.249
World,OWID_WRL,2002,86.317
World,OWID_WRL,2003,86.938
World,OWID_WRL,2004,86.825
World,OWID_WRL,2005,86.984
World,OWID_WRL,2006,86.982
World,OWID_WRL,2007,87.271
World,OWID_WRL,2008,86.907
World,OWID_WRL,2009,86.644
World,OWID_WRL,2010,86.571
World,OWID_WRL,2011,86.768
World,OWID_WRL,2012,86.779
World,OWID_WRL,2013,86.466
World,OWID_WRL,2014,86.099
World,OWID_WRL,2015,85.868
World,OWID_WRL,2016,85.472
World,OWID_WRL,2017,85.157
World,OWID_WRL,2018,84.834
World,OWID_WRL,2019,84.275
World,OWID_WRL,2020,83.139
